	tag_info	osm_id	osm_title	description
491	sport=athletics	Q4777	Item:Q4777	A collection of sports which combines various athletic contests based on the skills of running, jumping, and throwing.
492	religion=buddhist	Q4943	Item:Q4943	Describes that a feature is related to buddhism
493	language:pl	Q11371	Item:Q11371	
494	language:es	Q11367	Item:Q11367	
495	motorcar	Q444	Item:Q444	Access permission for cars
496	sport=motor	Q5049	Item:Q5049	Motorsport: a sport with motorised vehicles, e.g. auto racing
497	sport=basketball	Q4810	Item:Q4810	A sport played by two teams of five players on a rectangular court.
498	railway=subway	Q4871	Item:Q4871	Rails used for city public transport that are always completely separated from other traffic, often underground.
499	admin_level=2	Q6584	Item:Q6584	Marks country borders.
500	place=country	Q4888	Item:Q4888	A nation state or other high-level national political/administrative area.
501	religion=jewish	Q4898	Item:Q4898	Classify a religious feature (e.g. synagogue) as Jewish
502	religion=taoist	Q4979	Item:Q4979	Classify a religious feature (e.g. temple) as taoist
503	denomination=sufi	Q17149	Item:Q17149	
504	sport=martial_arts	Q18583	Item:Q18583	Codified systems and traditions of combat practices
505	recycling:glass	Q1778	Item:Q1778	
506	noexit=yes	Q4666	Item:Q4666	Used at the end of a highway=* to indicate that there is no possibility to travel further by any transport mode along a formal path or route.
507	amenity=table	Q5823	Item:Q5823	A public table
508	lgbtq	Q7590	Item:Q7590	LGBTQ+ friendly places
509	amenity=social_facility	Q6263	Item:Q6263	A facility that provides social services
510	social_facility=assisted_living	Q6712	Item:Q6712	"A residential facility like group_home, but the looked after are more independent. Usually conceived for people with ""slight"" disabilities."
511	place=county	Q5993	Item:Q5993	A county - a geographical region of a country.
512	genus	Q310	Item:Q310	The scientific name of the genus for a living or fossil organism.
513	shop=energy	Q5866	Item:Q5866	Shop selling equipment and supplies for generating energy, such as solar panels or butane cylinders.
514	shop=motorcycle	Q5008	Item:Q5008	A shop that sells motorcycles and/or related accessories and services.
515	shop=baby_goods	Q6698	Item:Q6698	A shop where you can buy objects for babies, like clothes, prams, cots or baby's baths.
516	shop=leather	Q5765	Item:Q5765	A shop for products made out of leather
517	shop=interior_decoration	Q6616	Item:Q6616	Shop focused on selling interior decorations
518	shop=outdoor	Q4807	Item:Q4807	A shop selling trekking, climbing, camping equipment.
519	shop=swimming_pool	Q6719	Item:Q6719	A store that sells swimming pool equipment and supplies
520	shop=vacant	Q5430	Item:Q5430	Shop that is currently not being used.
521	shop=art	Q5115	Item:Q5115	A shop which sells works of art.
522	payment:wechat	Q20695	Item:Q20695	
523	bin	Q91	Item:Q91	The presence of waste basket at/in a facility.
524	abandoned:	Q6178	Item:Q6178	Namespace for features that have been abandoned by their owner, but which are still useful for navigation and visible in the landscape. Immediate reuse is not planned, and they may have fallen into disrepair.
525	waterway=stream	Q4722	Item:Q4722	A naturally-forming waterway that is too narrow to be classed as a river.
526	diplomatic=liaison	Q19645	Item:Q19645	A diplomatic liaison office: a government to government office which is not an embassy or consulate
527	reservation	Q643	Item:Q643	Whether a reservation is applicable before a visit.
528	hazard=animal_crossing	Q21644	Item:Q21644	A place where animals are known to appear unexpectedly, presenting a collision hazard to motorists.
529	service:bicycle:repair=yes	Q19447	Item:Q19447	Bicycles are repaired in this bicycle store
530	network=US:TX:Beltway	Q5260	Item:Q5260	State highway loops designated as Beltways in the U.S. state of Texas.
531	network=US:AL	Q5064	Item:Q5064	State routes in the U.S. state of Alabama.
532	mimics	Q19802	Item:Q19802	Specifies that a mast or tower is camouflaged as a natural or built feature.
533	amenity=trolley_bay	Q6730	Item:Q6730	"A trolley bay (aka cart corral) is the place where trolleys are ""parked""."
534	network=US:SC	Q5592	Item:Q5592	State highways in the U.S. state of South Carolina.
535	network=US:UT	Q5124	Item:Q5124	State routes in the U.S. state of Utah.
536	network=US:WY	Q5509	Item:Q5509	State highways in the U.S. state of Wyoming.
537	playground=cushion	Q21385	Item:Q21385	
538	mapillary	Q401	Item:Q401	Reference code for a Mapillary image
539	building:architecture	Q110	Item:Q110	Architectural style of a building
540	species:wikidata	Q721	Item:Q721	The ID of the Wikidata item about the feature's species (intended for plants, like trees, or animals in a zoo).
541	addr:street	Q50	Item:Q50	The street name that this address is (and any others in this location are) grouped by. This street name should match that of a nearby road, track or path.
542	ref:at:gkz	Q602	Item:Q602	"Official community identification number (""Gemeindekennziffer"", ""GKZ"") in Austria."
543	ref:woonplaatscode	Q4157	Item:Q4157	
544	format	Q289	Item:Q289	Describes the physical shape of an object.
545	brand:wikidata	Q99	Item:Q99	The ID of the Wikidata item about the feature's brand.
546	ref:LOCODE	Q21728	Item:Q21728	Reference a place by it's UN/LOCODE
547	ref:edubase	Q611	Item:Q611	Department for Education EduBase URN
548	interval	Q3498	Item:Q3498	"Indicates the arrival frequency of a public transport route.  Use ""HH:MM:SS"", ""HH:MM"", ""MM"", or ""M"" format."
549	circumference	Q150	Item:Q150	Circumference of a tree's trunk at the height of 1.30 metre above ground
550	fee	Q269	Item:Q269	Yes or no, to indicate if money is charged to use this facility.
551	hashtags	Q22123	Item:Q22123	Simply words within the free-form text field with hash (#) prefix. They can be used alongside, or interspersed within, text composed manually as a human-readable comment.
552	ref:FR:SIRET	Q872	Item:Q872	serial number of an institution/facility in France
553	max_age	Q1492	Item:Q1492	Maximum age for a person to enter or use a facility
554	incline	Q350	Item:Q350	Incline steepness
555	ref:RS:nkd	Q22099	Item:Q22099	Used for tagging Serbian unmovable cultural properties
556	crossing	Q186	Item:Q186	Further refinement for nodes already tagged with tag:highway=crossing or tag:railway=crossing
557	footway=crossing	Q5789	Item:Q5789	Specifies that the footway is a road crossing.
558	highway=crossing	Q4844	Item:Q4844	location of a designated street crossing for pedestrians, cyclists, or equestrians
559	shop=mall	Q4893	Item:Q4893	A group of stores, typically associated with a single building structure.
560	landuse=residential	Q4951	Item:Q4951	An area with predominantly houses or apartment buildings.
561	building=terrace	Q5961	Item:Q5961	"The outline of a linear row of residential dwellings, each of which normally has its own entrance, which form a terrace (""row-house"" or ""townhouse"" in North American English)."
562	highway=living_street	Q6246	Item:Q6246	Road with very low speed limits and other pedestrian friendly traffic rules.
563	landuse=allotments	Q4845	Item:Q4845	allotment gardens with multiple land parcels assigned to individuals or families for gardening.
564	memorial	Q424	Item:Q424	Type of a memorial.
565	historic=memorial	Q4927	Item:Q4927	Small memorials, usually remembering special persons, people who lost their lives in the wars, past events or missing places.
566	emergency	Q256	Item:Q256	Describes various emergency services, facilities, amenities or the possibility of access for emergency services
567	sport=cliff_diving	Q6251	Item:Q6251	Non-competitive diving is jumping from a cliff or a rock into water.
568	landuse=retail	Q4911	Item:Q4911	An area that encloses predominantly shops.
569	walk-in	Q19730	Item:Q19730	Whether a given amenity serves walk-in customers or requires customers to enroll. Particularly of interest for healthcare.
570	cycleway	Q198	Item:Q198	Cycle lanes or tracks provided within the carriageway or next to it.
571	man_made=cairn	Q6451	Item:Q6451	A mound of stones, usually conical or pyramidal, raised as a landmark or to designate a point of importance in surveying.
572	shop=convenience	Q4830	Item:Q4830	A convenience store is a small local shop carrying a variety of everyday products, such as food and hygiene products
573	service	Q687	Item:Q687	Additional information about a service highway/railway/waterway, or about services offered at a business
574	government=transportation	Q17308	Item:Q17308	
575	service=siding	Q4865	Item:Q4865	Relatively short lengths of track, running parallel to (and connected to) a main route.
576	amenity=social_center	Q18258	Item:Q18258	
577	amenity=social_centre	Q6423	Item:Q6423	A centre of fraternities, sororities, professional societies, union halls and other nonprofit organization.
578	amenity=lifeboat_station	Q7339	Item:Q7339	Using this tag is discouraged, use tag:emergency=water_rescue instead.
579	hiking	Q337	Item:Q337	Information for hikers here.
580	parking=multi-storey	Q7653	Item:Q7653	Multistorey car park
581	club=fan	Q5643	Item:Q5643	A fan club is a group that is dedicated to a well-known person, group, idea...
582	drive_through	Q1229	Item:Q1229	To indicate if an amenity offers a drive-through service.
583	amenity=townhall	Q4859	Item:Q4859	A townhall serves as a community administrative center or meeting place.
584	operator:wikidata	Q1673	Item:Q1673	The Wikidata item (identifier with the prefix Q) for the operator
585	name:etymology	Q468	Item:Q468	The subject commemorated in the name of an element.
586	email	Q254	Item:Q254	An email address associated with the object
587	railway=abandoned	Q4782	Item:Q4782	Former railway; the track has been removed but it's still visible that there used to be a railway.
588	amenity=childcare	Q5942	Item:Q5942	A place where children are looked after which is not an amenity=kindergarten
589	highway=secondary	Q4882	Item:Q4882	A highway linking large towns.
590	tower:construction=dish	Q5244	Item:Q5244	The 'communication tower' is a dish
591	building=container	Q5571	Item:Q5571	A container used as a building.
592	amenity=toy_library	Q18188	Item:Q18188	A place to play with or lend games and toys.
593	barrier=turnstile	Q5105	Item:Q5105	A turnstile, a passage on foot designed to allow one person at a time to pass
594	landuse	Q371	Item:Q371	Mainly used for describing the primary use of areas of land.
595	heritage:operator=bda	Q21824	Item:Q21824	Heritage designated by the Austrian Bundesdenkmalamt
596	seamark:type=marine_farm	Q18327	Item:Q18327	An assemblage of cages, nets, rafts and floats or posts where fish, including shellfish, are artificially cultivated.
597	aeroway=launchpad	Q18029	Item:Q18029	A launchpad or landing pad for spacecraft
598	man_made=launch_pad	Q16874	Item:Q16874	Using this tag is discouraged, use tag:military=launchpad or tag:aeroway=launchpad instead.
599	shop=farm	Q4867	Item:Q4867	A shop at a farm, selling farm produce.
600	cycleway=lane	Q5932	Item:Q5932	Cycle lanes form an inherent part of the road, separated from traffic by paint or other markings with no physical separation.
601	road_marking	Q1836	Item:Q1836	Unlike keys that add meaning to highway ways, road_marking ways represent the markings themselves.
602	megalith_type=cist	Q7046	Item:Q7046	A cist is a small stone-built coffin-like box.
603	tomb=rock-cut	Q19331	Item:Q19331	A Rock-cut tomb
604	sport=rc_car	Q6389	Item:Q6389	Radio controlled cars
605	residential=trailer_park	Q21777	Item:Q21777	Residential area consisting of prefabricated houses or static caravans (mobile homes) on small lots
606	office=bail_bond_agent	Q19543	Item:Q19543	office where a person can pledge money or property as collateral to secure the temporary release of a defendant from jail
607	bridge=cantilever	Q5844	Item:Q5844	Cantilever bridge
608	golf_cart	Q1305	Item:Q1305	Access restrictions for golf carts
609	sport=four_square	Q18615	Item:Q18615	A hand ball game played on a square court.
610	sport=free_flying	Q6257	Item:Q6257	Provides a way to tag landing and takeoff for free flying aircraft with additional related amenities.
611	diet:pescetarian	Q10023	Item:Q10023	
612	cuisine=pizza	Q21524	Item:Q21524	A place that mainly sells pizza.
613	barrier=kissing_gate	Q6357	Item:Q6357	A type of gate where you have to go into an enclosure and open a gate to get through.
614	craft=glaziery	Q5464	Item:Q5464	A place where residential, commercial, and artistic glass is selected, cut, installed, replaced, and removed
615	shop=glaziery	Q4815	Item:Q4815	Selling and installing glazing for windows and doors.
616	payment:coins:denominations	Q22110	Item:Q22110	Coins that are accepted at a feature
617	stars	Q727	Item:Q727	Used to classify or rate certain places (e.g. restaurants, hotels, camp sites).
618	zoo=wildlife_park	Q6282	Item:Q6282	A fenced park where indigenous animals live in natural environment, partly roaming free.
619	craft=turner	Q5240	Item:Q5240	A workplace or office of a turner.
620	bridge:movable=retractable	Q894	Item:Q894	A bridge where a segment of roadway can be rolled or slid backwards to open a gap.
621	highway=raceway	Q4960	Item:Q4960	A racetrack for motorised racing, eg cars, motorbikes and karts.
622	vending=art	Q6142	Item:Q6142	A vending machine that sells art.
623	amenity=loading_dock	Q6438	Item:Q6438	A loading dock is an entrance to a building used for loading and unloading goods vehicles.
624	bridge=covered	Q5998	Item:Q5998	Covered bridge
625	network=CN:national	Q21211	Item:Q21211	National Highways in China
626	power=cable	Q4954	Item:Q4954	An insulated cable carrying electrical power, such as transmission or distribution cables located underground and undersea cables
627	mofa	Q429	Item:Q429	Access permission for mofas
628	amenity=parcel_locker	Q21829	Item:Q21829	Machine for picking up and sending parcels.
629	industrial=machine_shop	Q6515	Item:Q6515	A place where a variety of parts are machined for different companies.
630	service=driveway	Q4969	Item:Q4969	Specifies that a road is a driveway, typically leading to a residence or business.
631	vending=sweets	Q5834	Item:Q5834	A machine vending sweets
632	bunker_type=personnel_shelter	Q21214	Item:Q21214	A bunker which is a military personnel shelter
633	highway=give_way	Q6394	Item:Q6394	Requires drivers to yield the right-of-way to other vehicles and pedestrians from all directions before continuing to drive.
634	royal_cypher	Q1853	Item:Q1853	A monarch's initials or symbol.
635	sport=horseshoes	Q5268	Item:Q5268	The area in which the sport of horseshoes is played.
636	healthcare:speciality=thoracic_surgery	Q21909	Item:Q21909	Medical specialty concerning the surgical treatment of organs inside the thorax.
637	historic=cattle_crush	Q21778	Item:Q21778	
638	cuisine=steak_house	Q21529	Item:Q21529	Restaurants specialized in beef steaks.
639	cycleway=asl	Q5688	Item:Q5688	On-road Advanced Stop Line for cyclists
640	playground=sledding	Q21379	Item:Q21379	Small sledding hill.
641	payment:clipper	Q20674	Item:Q20674	
642	sport=billiards	Q5480	Item:Q5480	Cue sports, a wide variety of games of skill generally played with a cue stick which is used to strike billiard balls, moving them around a cloth-covered billiards table bounded by rubber cushions.
643	historic=wayside_shrine	Q6272	Item:Q6272	A shrine often showing a religious depiction. Tag is used also for modern shrines.
644	amenity=dive_centre	Q6752	Item:Q6752	The base location where sports divers usually start scuba diving
645	healthcare:speciality=stomatology	Q21905	Item:Q21905	Medical specialty concerning diseases of the oral cavity, i.e. oral and maxillofacial medicine and dentistry.
646	denomination	Q211	Item:Q211	Defines the subgroup of a specific religion.
647	license	Q8538	Item:Q8538	Indicates the data license associated with the feature; not to be used in OpenStreetMap.
648	de:amtlicher_gemeindeschluessel	Q1214	Item:Q1214	
649	ref:FR:museofile	Q19805	Item:Q19805	identifer for a museum in the Museofile database of the French ministry of culture
650	contact:website	Q1186	Item:Q1186	Specifying the link to the official website for a feature.
651	website	Q818	Item:Q818	Specifying the link to the official website for a feature
652	contact:email	Q1182	Item:Q1182	An email address associated with the object.
653	contact:facebook	Q175	Item:Q175	Username or URL of the Facebook page at which the point of interest can be contacted
654	opening_hours	Q1667	Item:Q1667	"Describes when something is open or closed. Use English 2-letter weekday names and 24-hour time with 2-digit hours (leading 0). Example: ""Mo-Fr 08:00-17:00"". See documentation for additional formats."
655	ref:UAI	Q885	Item:Q885	French id of schools
656	ref:uscg	Q21418	Item:Q21418	USCG Lighthouse ID
657	facebook	Q265	Item:Q265	Username or URL of the Facebook page at which the point of interest can be contacted
658	memorial=stolperstein	Q5162	Item:Q5162	Specifies a memorial as a stolperstein.
659	man_made=mast	Q6330	Item:Q6330	A mast is a vertical structure built to hold, for example, antennas.
660	military=obstacle_course	Q6814	Item:Q6814	A military obstacle course: a series of challenging physical obstructions an individual or team must navigate usually while being timed
661	amenity=recycling	Q4721	Item:Q4721	A container or centre that accepts waste for recycling.
662	power=converter	Q5655	Item:Q5655	A device to convert power between alternating and direct current electrical power: often, but not only, over high voltage networks
663	phone:mnemonic	Q20699	Item:Q20699	
664	tower:construction=freestanding	Q5310	Item:Q5310	The tower or mast is freestanding 'heavy' construction
665	tower:type=lighting	Q5266	Item:Q5266	Poles for lighting, flood lighting columns
666	amenity=stripclub	Q4999	Item:Q4999	A place that offer striptease and lap dances.
667	amenity=shelter	Q5007	Item:Q5007	A small structure for protection against bad weather conditions
668	shop=equestrian	Q5871	Item:Q5871	A shop where you can buy riding equipment for rider, horse and stable.
669	cycle_network=US:US	Q6831	Item:Q6831	Routes in the U.S. Bicycle Route System.
670	shop=video_games	Q6433	Item:Q6433	Shop selling video games.
671	loading_gauge	Q1439	Item:Q1439	Used to show what freight wagons can go on a track.
672	organic	Q528	Item:Q528	Indicates if organic food/products are available.
673	craft=printmaker	Q5812	Item:Q5812	A producer of fine art prints.
674	denomination=christ_scientist	Q19321	Item:Q19321	
675	zoo=butterfly	Q7575	Item:Q7575	A butterfly park
676	crossing:signals	Q20242	Item:Q20242	Indicates whether the crossing is controlled by a traffic signal
677	railway=spur	Q18107	Item:Q18107	
678	amenity=pharmacy	Q4876	Item:Q4876	A shop where a pharmacist sells medications.
679	highway=milestone	Q5135	Item:Q5135	Stone or metal marker on the side of a road indicating the reference and the distance traveled.
680	healthcare:speciality=behavior	Q21917	Item:Q21917	Healthcare specialty within psychotherapy that uses techniques derived from behaviourism and/or cognitive psychology.
681	man_made	Q1456	Item:Q1456	The man-made tag is for identifying man made structures.
682	sport=volleyball	Q4863	Item:Q4863	Volleyball
683	natural=wood	Q4748	Item:Q4748	Tree-covered area (a 'forest' or 'wood')
684	religion=christian	Q4899	Item:Q4899	Classify a religious feature (e.g. church) as Christian
685	cuisine=burger	Q19429	Item:Q19429	A place that mainly sells burgers
686	language:ru	Q11372	Item:Q11372	
687	religion=jain	Q5042	Item:Q5042	Classify a religious feature (e.g. temple) as Jain
688	denomination=shia	Q17076	Item:Q17076	
689	healthcare:speciality=geriatrics	Q21864	Item:Q21864	Medical speciality concerning health care of elderly people.
690	zoo=reptile	Q5292	Item:Q5292	A public exhibition of reptiles
691	natural=tree	Q4723	Item:Q4723	A single tree
692	building=church	Q6034	Item:Q6034	A building that was built as a church.
693	historic=castle	Q4952	Item:Q4952	Used for various kinds of castles, palaces, fortresses, manors, stately homes, kremlins, shiros and other.
694	place=island	Q4814	Item:Q4814	Any piece of land that is completely surrounded by water and isolated from other significant landmasses.
695	amenity=theatre	Q4733	Item:Q4733	A place where live theatrical performances are held.
696	orienteering	Q530	Item:Q530	Permanent orienteering feature
697	sport=orienteering	Q4984	Item:Q4984	Orienteering
698	sport=boxing	Q5536	Item:Q5536	Boxing is a combat sport in which two people engage in a contest by throwing punches with gloved hands against each other.
699	highway=road	Q4962	Item:Q4962	Road with unknown classification.
700	route=road	Q4950	Item:Q4950	relation type used to combine road sections
701	natural=glacier	Q4790	Item:Q4790	A permanent body of ice formed naturally from snow that is moving under its own weight.
702	building	Q108	Item:Q108	To mark the outline of a building, a man-made structure with a roof, standing more or less permanently in one place.
703	building=yes	Q6135	Item:Q6135	A building of an unspecified type.
704	sport=aikido	Q5264	Item:Q5264	A Japanese martial art by blending with the motion of the attacker and redirecting the force of the attack rather than opposing it head-on.
705	estuary=yes	Q7147	Item:Q7147	
706	landuse=village_green	Q6477	Item:Q6477	A village green is a distinctive area of grassy public land in a village centre. Not a generic tag for urban greenery.
707	denomination=lutheran	Q17066	Item:Q17066	
708	industrial=factory	Q6118	Item:Q6118	A place where manufacturing takes place, not otherwise specified.
709	man_made=works	Q6787	Item:Q6787	A factory or industrial production plant
710	landuse=meadow	Q4768	Item:Q4768	An area of meadow or pasture: land primarily vegetated by grass and other non-woody plants, mainly used for hay or grazing.
711	monitoring:bicycle	Q431	Item:Q431	Traffic count for bicycle
712	building=farm_auxiliary	Q6596	Item:Q6596	A building on a farm that is not a dwelling.
713	embankment=yes	Q19434	Item:Q19434	Used to indicate a raised road or other linear feature with embankments on both sides
714	natural=saddle	Q5369	Item:Q5369	The lowest point along a ridge or between two mountain tops
715	oneway=no	Q19392	Item:Q19392	The road is not one-way.
716	government=social_services	Q17309	Item:Q17309	
717	building=residential	Q5526	Item:Q5526	A general tag for a building constructed primarily for residential purposes.
718	leisure=playground	Q4724	Item:Q4724	An area designed for children to play.
719	position	Q3981	Item:Q3981	Relative distance between the feature and another feature which the first points toward
720	rack=strub	Q21589	Item:Q21589	
721	craft=plasterer	Q5705	Item:Q5705	A workplace or office of a tradesman who works with plaster, such as forming a layer of plaster on an interior wall or plaster decorative moldings on ceilings or walls.
722	payment:dogecoin	Q12958	Item:Q12958	
723	railway=tram	Q4998	Item:Q4998	Tram rails or tracks.
724	crop=wheat	Q7194	Item:Q7194	Specifies that an area of farmland is being used to grow wheat.
725	repeat_on	Q1830	Item:Q1830	Floors where similar copies of a feature can be found at the same position
726	width	Q824	Item:Q824	The width of a feature. If not specified, the default unit is the metre.
727	latitude	Q375	Item:Q375	Latitude.
728	denomination=orthodox	Q17065	Item:Q17065	
729	telescope:type=optical	Q5566	Item:Q5566	Optical telescope
730	leisure=dog_park	Q6668	Item:Q6668	A designated area, with or without a fenced boundary, where dog-owners are permitted to exercise their pets unrestrained.
731	sport=gymnastics	Q4781	Item:Q4781	Gymnastics
732	waste	Q815	Item:Q815	The type of waste in waste disposal.
733	cuisine=sushi	Q21361	Item:Q21361	A place that mainly sells sushi.
734	waterway	Q817	Item:Q817	Used to mark rivers or other kind of waterways.
735	tourism	Q778	Item:Q778	A place or object of specific interest to tourists.
736	tourism=yes	Q7778	Item:Q7778	A general tourist attraction.
737	amenity=post_box	Q6349	Item:Q6349	A box to deposit outgoing postal items.
738	theatre:type=amphi	Q16232	Item:Q16232	Amphitheatre.
739	railway=halt	Q4981	Item:Q4981	A small station, may not have a platform, trains may only stop on request.
740	railway=stop	Q5000	Item:Q5000	The spot on a railway track where a train stops at a station.
741	boundary=administrative	Q4920	Item:Q4920	An administrative boundary recognised by governments for administrative purposes.
742	office=engineer	Q5843	Item:Q5843	An office for an engineer or group of engineers.
743	building=bunker	Q5797	Item:Q5797	A hardened military building.
744	military=bunker	Q4797	Item:Q4797	A building reinforced to withstand attack
745	castle_type=shiro	Q6909	Item:Q6909	A Japanese castle
746	denomination=mennonite	Q17101	Item:Q17101	
747	electrified=contact_line	Q6997	Item:Q6997	An overhead line
748	power=generator	Q4990	Item:Q4990	A device which converts one form of energy to another, for example, an electrical generator.
749	payment:bitcoin	Q2589	Item:Q2589	
750	man_made=survey_point	Q6500	Item:Q6500	A triangulation pillar, geodetic vertex, or other piece of fixed equipment used by topographers.
751	sport=squash	Q18584	Item:Q18584	Squash is a racket and ball sport played by two or four players in a four-walled court with a small, hollow rubber ball.
752	sport=curling	Q5574	Item:Q5574	A sport in which players slide stones on a sheet of ice towards a target area which is segmented into four concentric rings.
753	shop=greengrocer	Q5057	Item:Q5057	A shop which sells fruits and vegetables
754	name:genitive	Q1551	Item:Q1551	Genitive case of the feature’s primary name.
755	crop=coffee	Q7360	Item:Q7360	Using this tag is discouraged, use tag:trees=coffea_plants instead.
756	takeaway	Q753	Item:Q753	Whether the restaurant offers meals for pick-up that can be consumed elsewhere.
757	network=US:NV:Clark	Q21395	Item:Q21395	county routes in Clark County, Nevada, United States
758	network=US:OH:FUL	Q6083	Item:Q6083	County routes in Fulton County, Ohio, United States.
759	network=US:OH:HAS	Q6196	Item:Q6196	County routes in Harrison County, Ohio, United States.
760	network=US:OH:LUC	Q5495	Item:Q5495	County routes in Lucas County, Ohio, United States.
761	network=US:OH:STA	Q6004	Item:Q6004	County routes in Stark County, Ohio, United States.
762	network=US:OH:SUM	Q5505	Item:Q5505	County routes in Summit County, Ohio, United States.
763	maxweight	Q419	Item:Q419	Permissible maximum actual weight in metric tonnes (or other explicitly specified unit).
764	cycle_network=US:NY	Q6910	Item:Q6910	State bike routes in the U.S. state of New York.
765	shop=furniture	Q5001	Item:Q5001	A shop selling furniture.
766	amenity=stroller_parking	Q21731	Item:Q21731	A parking space designed for strollers and prams.
767	network=NL:N	Q21819	Item:Q21819	the numbered network of non-motorways (N-roads) in the Netherlands
768	parking	Q544	Item:Q544	Indicates the type of the parking facility
769	club=amateur_radio	Q6455	Item:Q6455	A club for radio amateurs.
770	emergency=disaster_help_point	Q22030	Item:Q22030	Disaster help points serve as contact points in case of disasters.
771	parking=layby	Q21595	Item:Q21595	Parking at a rest area, often rural, alongside a major road.
772	network=co:national	Q17843	Item:Q17843	
773	bridge:structure=beam	Q5628	Item:Q5628	A bridge that has no additional support between both ends.
774	sport=rowing	Q4784	Item:Q4784	Sites connected to the sport of rowing
775	building=greenhouse	Q5798	Item:Q5798	A building in which plants are grown
776	memorial=obelisk	Q5677	Item:Q5677	Specifies a memorial as an obelisk
777	baseball=softball	Q5384	Item:Q5384	Type of baseball that is played on a field.
778	sport=softball	Q18579	Item:Q18579	A bat-and-ball game similar to baseball.
779	diet:vegan	Q230	Item:Q230	Whether the establishment offers vegan products.
780	club=motorcycle	Q19583	Item:Q19583	A motorcycle club
781	reef	Q598	Item:Q598	Specifies the type of reef.
782	natural=reef	Q6116	Item:Q6116	A feature (rock, sandbar, coral, etc) lying permanently beneath the surface of the water.
783	natural=cape	Q5896	Item:Q5896	A piece of elevated land sticking out into the sea or large lake.
784	sport=lacrosse	Q5629	Item:Q5629	A team sport played with a lacrosse stick and a lacrosse ball. Players use the head of the lacrosse stick to carry pass, catch, and shoot the ball into the goal.
785	waterway=wadi	Q7515	Item:Q7515	Using this tag is discouraged, use tag:waterway=river/tag:waterway=stream + tag:intermittent=yes or tag:natural=valley, depending on situation. instead.
786	resource	Q645	Item:Q645	Indicates the resource or mineral commodity related to a feature.
787	emergency=fire_extinguisher	Q6975	Item:Q6975	An active fire protection device used to extinguish or control small fires, often in emergency situations.
788	man_made=cooling_tower	Q6950	Item:Q6950	a cooling tower
789	tower:type=cooling	Q5568	Item:Q5568	Cooling tower
790	sport=bmx	Q5744	Item:Q5744	A cycle sport performed on BMX bikes, either in competitive BMX racing or freestyle BMX, or else in general on- or off-road recreation.
791	sport=motocross	Q5602	Item:Q5602	Motorcycle racing on unpaved surfaces.
792	healthcare:speciality=orthopaedics	Q21888	Item:Q21888	Medical specialty concerning malformations and diseases of the musculoskeletal system.
793	sport=exercise	Q18578	Item:Q18578	
794	sport=fitness	Q18576	Item:Q18576	Fitness sports
795	sport=netball	Q5252	Item:Q5252	A hand ball competition between two teams on a rectangular court.
796	barrier=hedge	Q4918	Item:Q4918	A line of closely spaced shrubs and tree species which together form a barrier or mark the boundary of an area.
797	historic=pillory	Q6103	Item:Q6103	A pillory.
798	industrial=salt_pond	Q6651	Item:Q6651	Using this tag is discouraged, use tag:landuse=salt_pond instead.
799	landuse=salt_pond	Q6847	Item:Q6847	A place where sea water is evaporated to extract its salt
800	history	Q341	Item:Q341	In the past added automatically by some editors, for objects that have been reverted.
801	religion=voodoo	Q18290	Item:Q18290	
802	amenity=marketplace	Q4922	Item:Q4922	A marketplace where goods and services are traded daily or weekly.
803	polling_station	Q13201	Item:Q13201	a place where voters cast their ballots in elections
804	amenity=polling_station	Q6721	Item:Q6721	A place where one can cast a ballot.
805	leisure=slipway	Q4734	Item:Q4734	A slipway: a ramp for launching a boat into water
806	power=insulator	Q6070	Item:Q6070	An electrical insulator which connects a power line to a support structure and prevents grounding.
807	amenity=crypt	Q5933	Item:Q5933	Crypt is a stone chamber or vault beneath the floor of a burial vault possibly containing sarcophagi, coffins or relics.
808	tomb=crypt	Q19341	Item:Q19341	A crypt
809	denomination=united	Q17085	Item:Q17085	
810	building=bell_tower	Q16451	Item:Q16451	
811	tower:type=bell_tower	Q6665	Item:Q6665	Bell tower or church tower
812	amenity=veterinary	Q4956	Item:Q4956	A place that deals with the prevention, diagnosis and treatment of disease in animals.
813	cuisine=fish_and_chips	Q21518	Item:Q21518	Fish and chips, common in UK & Ireland.
814	denomination=conservative	Q17134	Item:Q17134	
815	landuse=grass	Q5023	Item:Q5023	A smaller area of grass, usually mown and managed.
816	amenity=pub	Q4846	Item:Q4846	An establishment that sells alcoholic drinks that can be consumed on the premises, characterised by a traditional appearance and a relaxed atmosphere. Also sells food which also can be eaten on the premises. Customers can usually sit down at a table.
817	office=diplomatic	Q7687	Item:Q7687	An embassy, diplomatic mission, consulate or liaison office of a foreign government or parastatal entity in a host country.
818	man_made=silo	Q6612	Item:Q6612	A storage container for bulk material, often grains such as corn or wheat
819	4wd_only	Q896	Item:Q896	A road signed as only suitable for 4WD Only vehicles
820	healthcare:speciality=nuclear	Q21884	Item:Q21884	Medical specialty concerning the application of radioactive substances in the diagnosis and treatment of disease.
821	man_made=breakwater	Q6538	Item:Q6538	A man-made structure designed to protect a shore or harbour from the sea and waves.
822	aeroway=windsock	Q4779	Item:Q4779	An object that shows wind direction and speed.
823	generator:type=francis_turbine	Q6223	Item:Q6223	Francis turbine
824	shop=pet	Q5706	Item:Q5706	A shop selling pets and/or pet supplies
825	denomination=ibadi	Q17160	Item:Q17160	
